Trigger_Date,2023/08/04
Trigger_Time,T 11:24:12.466 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.562
Time (ms),Voltage (V),Current (A)
-5.34,-255.669,-37.563
-5.31,-257.037,-37.666
-5.28,-258.301,-37.78
-5.24,-259.669,-37.998
-5.21,-261.179,-38.273
-5.18,-262.653,-38.491
-5.14,-264.056,-38.674
-5.11,-265.215,-38.697
-5.08,-266.302,-38.651
-5.05,-267.426,-38.708
-5.01,-268.619,-38.892
-4.98,-269.777,-39.063
-4.95,-270.9,-39.35
-4.92,-272.304,-39.625
-4.88,-273.602,-39.785
-4.85,-274.796,-39.911
-4.82,-275.919,-39.991
-4.79,-277.077,-40.094
-4.75,-278.165,-40.152
-4.72,-279.147,-40.163
-4.69,-280.165,-40.346
-4.66,-281.288,-40.507
-4.62,-282.306,-40.587
-4.59,-283.043,-40.587
-4.56,-283.78,-40.518
-4.53,-284.377,-40.404
-4.49,-284.763,-40.266
-4.46,-284.938,-40.06
-4.43,-285.184,-40.117
-4.4,-285.535,-40.117
-4.36,-286.061,-40.495
-4.33,-286.623,-40.53
-4.3,-286.728,-40.392
-4.27,-287.219,-40.747
-4.23,-287.64,-40.369
-4.2,-287.149,-39.9
-4.17,-287.044,-39.991
-4.14,-287.57,-40.278
-4.1,-287.711,-40.186
-4.07,-287.219,-40.003
-4.04,-286.833,-39.842
-4.01,-286.693,-39.636
-3.97,-286.131,-39.315
-3.94,-285.394,-39.155
-3.91,-284.973,-39.315
-3.87,-285.114,-39.533
-3.84,-285.078,-39.659
-3.81,-284.798,-39.671
-3.78,-284.447,-39.441
-3.74,-283.885,-39.041
-3.71,-283.043,-38.64
-3.68,-282.095,-38.342
-3.65,-281.218,-38.273
-3.61,-280.656,-38.365
-3.58,-280.025,-38.353
-3.55,-279.182,-38.204
-3.52,-278.13,-37.895
-3.48,-276.971,-37.494
-3.45,-275.673,-37.07
-3.42,-274.199,-36.784
-3.39,-273.076,-36.749
-3.35,-272.058,-36.784
-3.32,-271.005,-36.738
-3.29,-269.882,-36.623
-3.26,-268.689,-36.36
-3.22,-267.25,-35.925
-3.19,-265.671,-35.547
-3.16,-264.197,-35.272
-3.13,-262.617,-35.031
-3.09,-261.003,-34.802
-3.06,-259.389,-34.653
-3.03,-257.95,-34.504
-3.0,-256.335,-34.172
-2.96,-254.44,-33.748
-2.93,-252.615,-33.542
-2.9,-251.036,-33.37
-2.87,-249.422,-33.198
-2.83,-247.772,-33.038
-2.8,-246.193,-32.877
-2.77,-244.789,-32.74
-2.74,-243.14,-32.431
-2.7,-241.28,-32.018
-2.67,-239.455,-31.743
-2.64,-237.84,-31.56
-2.6,-236.156,-31.308
-2.57,-234.19,-30.976
-2.54,-232.33,-30.781
-2.51,-230.576,-30.495
-2.47,-228.54,-30.036
-2.44,-226.329,-29.635
-2.41,-224.118,-29.292
-2.38,-222.153,-29.063
-2.34,-220.117,-28.822
-2.31,-217.976,-28.524
-2.28,-216.046,-28.456
-2.25,-214.502,-28.456
-2.21,-212.537,-28.02
-2.18,-210.22,-27.47
-2.15,-208.044,-27.138
-2.12,-205.798,-26.852
-2.08,-203.622,-26.497
-2.05,-201.517,-26.21
-2.02,-199.341,-25.947
-1.99,-196.884,-25.477
-1.95,-194.182,-24.904
-1.92,-191.339,-24.32
-1.89,-188.496,-23.747
-1.86,-185.338,-23.083
