Trigger_Date,2023/08/25
Trigger_Time,T 11:52:05.688 PDT
Samples_Per_Cycle,512
Microseconds_Per_Sample,32.545
Time (ms),Voltage (V),Current (A)
-3.35,-270.654,-40.507
-3.32,-269.04,-40.232
-3.29,-267.531,-40.175
-3.25,-266.267,-40.014
-3.22,-264.969,-39.705
-3.19,-263.53,-39.464
-3.16,-261.951,-39.27
-3.12,-260.266,-39.063
-3.09,-259.003,-38.914
-3.06,-257.845,-38.8
-3.03,-256.23,-38.582
-2.99,-254.37,-38.319
-2.96,-252.615,-38.09
-2.93,-251.001,-37.918
-2.9,-249.457,-37.666
-2.86,-247.421,-37.208
-2.83,-245.035,-36.818
-2.8,-243.14,-36.692
-2.77,-241.49,-36.326
-2.73,-239.314,-35.81
-2.7,-236.928,-35.489
-2.67,-234.998,-35.398
-2.64,-233.453,-35.214
-2.6,-231.664,-34.951
-2.57,-229.768,-34.848
-2.54,-228.294,-34.882
-2.51,-226.996,-34.813
-2.47,-225.171,-34.538
-2.44,-222.89,-34.378
-2.41,-220.819,-34.355
-2.38,-219.029,-34.183
-2.34,-217.239,-33.817
-2.31,-215.028,-33.45
-2.28,-212.817,-33.233
-2.25,-210.747,-33.015
-2.21,-208.746,-32.694
-2.18,-206.535,-32.35
-2.15,-204.254,-32.064
-2.12,-202.113,-31.789
-2.08,-199.937,-31.48
-2.05,-197.621,-31.251
-2.02,-195.515,-30.907
-1.99,-193.129,-30.46
-1.95,-190.462,-30.071
-1.92,-187.9,-29.75
-1.89,-185.443,-29.361
-1.86,-182.986,-28.868
-1.82,-180.354,-28.444
-1.79,-177.722,-28.089
-1.76,-175.125,-27.631
-1.72,-172.388,-27.127
-1.69,-169.44,-26.714
-1.66,-166.632,-26.29
-1.63,-163.93,-25.764
-1.59,-160.912,-25.248
-1.56,-158.139,-24.847
-1.53,-155.577,-24.423
-1.5,-152.699,-23.908
-1.46,-149.506,-23.438
-1.43,-146.347,-23.071
-1.4,-143.504,-22.659
-1.37,-140.767,-22.224
-1.33,-137.924,-21.731
-1.3,-135.152,-21.399
-1.27,-132.098,-20.998
-1.24,-128.729,-20.368
-1.2,-125.43,-19.933
-1.17,-122.202,-19.44
-1.14,-119.043,-18.764
-1.11,-115.533,-18.031
-1.07,-111.813,-17.447
-1.04,-108.304,-16.885
-1.01,-105.11,-16.324
-0.98,-102.127,-15.797
-0.94,-99.249,-15.419
-0.91,-96.196,-15.053
-0.88,-93.108,-14.697
-0.85,-89.844,-14.297
-0.81,-86.369,-13.815
-0.78,-82.895,-13.426
-0.75,-79.701,-12.91
-0.72,-76.332,-12.292
-0.68,-72.928,-11.788
-0.65,-69.629,-11.249
-0.62,-66.4,-10.711
-0.59,-62.891,-10.161
-0.55,-59.486,-9.542
-0.52,-55.836,-9.096
